epoch,acc       ,f1                 ,loss               ,precision          ,recall   ,val_acc            ,val_f1            ,val_loss           ,val_precision     ,val_recall
6    ,0.6427353 ,2.5163558          ,1.0799885932263324 ,3.1361363          ,2.1168337,0.6135371327400208 ,2.2247283458709717,1.166988077122051  ,2.520352840423584 ,2.002471685409546
7    ,0.6617075 ,2.3698683          ,1.0269399991151311 ,2.8505628          ,2.042977 ,0.6277292370796204 ,2.418527364730835 ,1.1512709653013138 ,2.8469066619873047,2.1150426864624023
8    ,0.6870948 ,2.1923647          ,0.9539336222866196 ,2.5252993          ,1.9477344,0.6356440782546997 ,1.712967038154602 ,1.105480237038375  ,1.8098461627960205,1.6314387321472168
9    ,0.71350574,2.0796566          ,0.907756354819709  ,2.355376           ,1.8712387,0.6318231225013733 ,1.7793699502944946,1.1953956648772461 ,1.887033462524414 ,1.6902490854263306
10   ,0.71691805,2.0310197          ,0.8870060968332337 ,2.2800562          ,1.8396358,0.6858624219894409 ,2.0665664672851562,1.009114750608086  ,2.2954633235931396,1.888603687286377
11   ,0.7345254 ,1.9542993          ,0.8414745171924488 ,2.167741           ,1.7884095,0.7920305728912354 ,1.888592004776001 ,0.6879025114675796 ,2.094775438308716 ,1.7294795513153076
12   ,0.7446257 ,1.8692088          ,0.7986260761618655 ,2.0455427          ,1.7278917,0.7418122291564941 ,2.181483507156372 ,0.8359878276633383 ,2.521934986114502 ,1.937231421470642
13   ,0.7550672 ,1.8350455          ,0.7862049957464915 ,1.9935201          ,1.7083327,0.7044214010238647 ,1.5621737241744995,0.9920458999263148 ,1.5999411344528198,1.53115713596344
14   ,0.7631202 ,1.7889314          ,0.7480253131204292 ,1.9285359          ,1.6751764,0.7592794895172119 ,1.4583101272583008,0.7493603122806965 ,1.500065803527832 ,1.4232237339019775
15   ,0.7652358 ,1.780895           ,0.7408329123060492 ,1.9234478          ,1.6663048,0.7909388542175293 ,1.6366580724716187,0.6896620535954637 ,1.6986274719238281,1.5843472480773926
16   ,0.77881664,1.7430737          ,0.720778539824598  ,1.8667994          ,1.6410134,0.6754912734031677 ,1.6783851385116577,0.9900174078462426 ,1.7552236318588257,1.6132047176361084
17   ,0.7732887 ,1.7246509          ,0.7107545026518709 ,1.8461139          ,1.6252236,0.7573689818382263 ,1.4836558103561401,0.7776582256675287 ,1.5098192691802979,1.4622802734375
18   ,0.781137  ,1.7020892          ,0.694730135069718  ,1.8170496          ,1.6073397,0.817685604095459  ,1.5575523376464844,0.5998192398308666 ,1.6236704587936401,1.501781702041626
19   ,0.7867331 ,1.6860124          ,0.6825756491153938 ,1.7888818          ,1.6002636,0.7824781537055969 ,1.5537874698638916,0.71188098764836   ,1.5939760208129883,1.5203498601913452
20   ,0.7848905 ,1.6744725          ,0.6834040085284822 ,1.7807176          ,1.5873305,0.7688318490982056 ,1.4167473316192627,0.7790257170731324 ,1.4342224597930908,1.4037690162658691
21   ,0.79191977,1.671153           ,0.6646102584483053 ,1.7748805          ,1.585653 ,0.8250545859336853 ,1.3661953210830688,0.5400497472182112 ,1.3951064348220825,1.3424859046936035
22   ,0.7964239 ,1.6386099          ,0.6537970938182549 ,1.7328842          ,1.56116  ,0.8452510833740234 ,1.4910807609558105,0.5049474295310058 ,1.5598093271255493,1.4339303970336914
23   ,0.79901725,1.6308484          ,0.6394352073279906 ,1.713347           ,1.5615189,0.8452510833740234 ,1.5194355249404907,0.4998549830705318 ,1.5864988565444946,1.4626492261886597
24   ,0.7973794 ,1.6397902          ,0.6469252806860848 ,1.7283969          ,1.5659848,0.8092249035835266 ,1.4625269174575806,0.6141869961955141 ,1.507053017616272 ,1.4254987239837646
25   ,0.8020883 ,1.6250488          ,0.6387470702722131 ,1.7095832          ,1.5540606,0.8523471355438232 ,1.4356006383895874,0.48670507661640383,1.4816174507141113,1.396999478340149
26   ,0.803112  ,1.6188222          ,0.6301628842594956 ,1.7039787          ,1.5467244,0.8427947759628296 ,1.3517581224441528,0.547078618706574  ,1.3556712865829468,1.3512146472930908
27   ,0.8085034 ,1.5976169          ,0.6199769615671427 ,1.6773663          ,1.5310206,0.8144105076789856 ,1.5680122375488281,0.6007837087046111 ,1.6167429685592651,1.5283606052398682
28   ,0.8074797 ,1.5969559          ,0.6122617066732277 ,1.6760826          ,1.5305737,0.806768536567688  ,1.4741789102554321,0.6497385825913026 ,1.5243711471557617,1.4329400062561035
29   ,0.8132806 ,1.5829687          ,0.6072928483418    ,1.6552547          ,1.5225027,0.8316047787666321 ,1.415271282196045 ,0.5502247408227628 ,1.4376208782196045,1.3973947763442993
0    ,0.13724153,6.656756           ,2.4198205166934317 ,372358080.0        ,3.4411466,0.15775109827518463,6.469522476196289 ,2.365262119010026  ,1888448256.0      ,3.2347612380981445
1    ,0.2239132 ,6.5424023          ,2.098866583470687  ,250349360.0        ,3.3852158,0.12554584443569183,3.2876029014587402,3.505602977161324  ,5.192042827606201 ,2.423140048980713
2    ,0.38449463,4.9871244          ,1.7155805183402313 ,20.86233           ,2.9530463,0.35616812109947205,3.5321784019470215,1.7543864385529897 ,5.791736602783203 ,2.561415195465088
3    ,0.531973  ,3.3978786          ,1.36771448063442   ,5.5325937          ,2.4815838,0.43286025524139404,2.5236051082611084,1.7720529377200198 ,3.177755832672119 ,2.098280668258667
4    ,0.6033577 ,2.7386274          ,1.1676537060033076 ,3.5905488          ,2.2237003,0.5398471355438232 ,2.7209346294403076,1.3349593331199545 ,3.6576099395751953,2.1782572269439697
5    ,0.6592507 ,2.4447973          ,1.031594208578262  ,2.9963298          ,2.0726898,0.6675764322280884 ,1.9066228866577148,1.0677910246703302 ,2.071986198425293 ,1.7693451642990112
6    ,0.6917355 ,2.234179           ,0.9383412259215504 ,2.5999734          ,1.9652073,0.6875             ,1.9280462265014648,0.9806125465959441 ,2.089729070663452 ,1.7933666706085205
7    ,0.72824675,2.0450392          ,0.856666920047274  ,2.2799675          ,1.8593916,0.664301335811615  ,1.9321565628051758,1.02144342895158   ,2.139150619506836 ,1.765583872795105
8    ,0.74878865,1.9432012          ,0.7990927436868704 ,2.1336088          ,1.7882698,0.7374454140663147 ,1.9671168327331543,0.8202951024713474 ,2.1502678394317627,1.8177785873413086
9    ,0.7646898 ,1.8460414          ,0.7534019137245636 ,2.0001397          ,1.7178922,0.6902292370796204 ,2.0162718296051025,0.969935041327664  ,2.2307424545288086,1.8455506563186646
10   ,0.7758138 ,1.7816792          ,0.7153128815504306 ,1.9089448          ,1.6738272,0.7126091718673706 ,1.7737741470336914,0.8749224931392087 ,1.8947951793670654,1.6713639497756958
11   ,0.7908278 ,1.7125932          ,0.6833286381602524 ,1.81681            ,1.623127 ,0.71697598695755   ,1.6492561101913452,0.8784391484406318 ,1.7129416465759277,1.5930812358856201
12   ,0.79847133,1.6662021          ,0.6492464976864594 ,1.758648           ,1.586115 ,0.6855894923210144 ,1.7810397148132324,0.9745605080408821 ,1.894873023033142 ,1.6843769550323486
13   ,0.8029755 ,1.6431792          ,0.6385803614786718 ,1.7289463          ,1.5686576,0.8392467498779297 ,1.545263648033142 ,0.5294945531536919 ,1.5877695083618164,1.507843255996704
14   ,0.8138265 ,1.6238933          ,0.6087577852553283 ,1.702449           ,1.555196 ,0.8160480260848999 ,1.573858380317688 ,0.590778227456272  ,1.634648323059082 ,1.520353078842163
15   ,0.81252986,1.5944498          ,0.6028113679792957 ,1.6664823          ,1.5309328,0.8548035025596619 ,1.4343631267547607,0.4844142422405393 ,1.4649730920791626,1.4071413278579712
16   ,0.82065105,1.5480222          ,0.5766713112513376 ,1.6052774          ,1.49727  ,0.7377183437347412 ,1.2746050357818604,0.8752353623444337 ,1.2797648906707764,1.271174669265747
17   ,0.82781684,1.534016           ,0.5660044636277626 ,1.5903317          ,1.4838415,0.7516375780105591 ,1.5485340356826782,0.8195242345593382 ,1.5943669080734253,1.5085265636444092
18   ,0.83034194,1.524717           ,0.550259805369164  ,1.5792757          ,1.4761342,0.8348799347877502 ,1.4476455450057983,0.5151922046877931 ,1.4698688983917236,1.4285502433776855
19   ,0.8355968 ,1.5017021          ,0.5334215987048393 ,1.5470989          ,1.4615319,0.7882096171379089 ,1.397803544998169 ,0.6922461023497269 ,1.4036250114440918,1.3943272829055786
20   ,0.8385314 ,1.4909521          ,0.5342515453432864 ,1.5357642          ,1.4507895,0.7852074503898621 ,1.6705197095870972,0.6930372709790692 ,1.7296054363250732,1.6183151006698608
21   ,0.8383949 ,1.4895893          ,0.5343922256593581 ,1.5337206          ,1.4503895,0.784661591053009  ,1.4873452186584473,0.6611834806125757 ,1.522314429283142 ,1.4560831785202026
22   ,0.8469938 ,1.4626739          ,0.506565835649533  ,1.4979217          ,1.4311033,0.8100436925888062 ,1.4115240573883057,0.6305653268072803 ,1.426786184310913 ,1.3988229036331177
23   ,0.84255785,1.4691701          ,0.5115309103897291 ,1.5080612          ,1.4343424,0.8490720391273499 ,1.4440369606018066,0.4976106939357441 ,1.476001501083374 ,1.4158384799957275
24   ,0.8443322 ,1.4665722          ,0.5048439378832937 ,1.50607            ,1.4314157,0.8089519739151001 ,1.45242440700531  ,0.6351444799306611 ,1.4714760780334473,1.4365283250808716
25   ,0.84890467,1.4482614          ,0.49118207203587727,1.4843193          ,1.416    ,0.8553493618965149 ,1.3472250699996948,0.4629327896901093 ,1.3504520654678345,1.346617579460144
26   ,0.8563434 ,1.4209995          ,0.47491083702097037,1.4517685          ,1.3936518,0.8788209557533264 ,1.3510419130325317,0.39694076906645664,1.3615212440490723,1.3434171676635742
27   ,0.8542278 ,1.4380229          ,0.4764426447405861 ,1.4692647          ,1.4096509,0.847161591053009  ,1.3253823518753052,0.5032154805795594 ,1.3351867198944092,1.3176518678665161
28   ,0.85927796,1.4137836          ,0.46524752283644644,1.4402852          ,1.3903525,0.8179585337638855 ,1.3968706130981445,0.602613407451513  ,1.3985203504562378,1.3975359201431274
29   ,0.858732  ,1.4099408          ,0.4649081964431944 ,1.4376674          ,1.3854698,0.8668122291564941 ,1.278424859046936 ,0.45084187245264845,1.2676043510437012,1.2908995151519775
30   ,0.8607111 ,1.4131337          ,0.45829422056516317,1.4391537          ,1.389954 ,0.8346070051193237 ,1.3808636665344238,0.533777121373139  ,1.3923150300979614,1.3724501132965088
31   ,0.86275846,1.398597           ,0.4532518273269423 ,1.4210662          ,1.3785399,0.8676310181617737 ,1.3737516403198242,0.43167311864128277,1.3870371580123901,1.3637741804122925
32   ,0.8621443 ,1.3939519          ,0.45929911997890516,1.417168           ,1.3737847,0.8384279608726501 ,1.4518153667449951,0.5193420388292538 ,1.4920713901519775,1.4159516096115112
33   ,0.866239  ,1.3806964          ,0.4422361228251745 ,1.3993399          ,1.3642703,0.8545305728912354 ,1.3550283908843994,0.48752410364983906,1.364119291305542 ,1.3485107421875
34   ,0.86344093,1.3954784          ,0.4483223416809661 ,1.4168445          ,1.3768461,0.8564410209655762 ,1.3769950866699219,0.4471140201955904 ,1.392121434211731 ,1.364061951637268
35   ,0.86712617,1.3832526          ,0.43509790325932785,1.4032314          ,1.3659551,0.8717249035835266 ,1.312479853630066 ,0.41963666365136226,1.3130217790603638,1.3134355545043945
36   ,0.8697195 ,1.371396           ,0.43185309213859135,1.388697           ,1.3564982,0.8788209557533264 ,1.192380666732788 ,0.4201565353630932 ,1.1779847145080566,1.2086845636367798
37   ,0.8727906 ,1.3726223          ,0.42131229590565844,1.3893762          ,1.3580365,0.8564410209655762 ,1.2954226732254028,0.4614595893168554 ,1.2830047607421875,1.3097623586654663
38   ,0.8746332 ,1.3585808          ,0.41835566174086636,1.37317            ,1.3459239,0.8537117838859558 ,1.3166804313659668,0.4658191162425878 ,1.3255559206008911,1.3105177879333496
39   ,0.87217635,1.3525537          ,0.4232615746793133 ,1.3655658          ,1.3414067,0.8804585337638855 ,1.2577773332595825,0.39163073702150036,1.2630425691604614,1.2548950910568237
40   ,0.87101614,1.3578885          ,0.4170408171288822 ,1.3742621          ,1.3437576,0.8949235677719116 ,1.2700815200805664,0.3502717746917858 ,1.2729865312576294,1.2694536447525024
41   ,0.8768853 ,1.3505121          ,0.411352257219946  ,1.3642447          ,1.3388311,0.8542576432228088 ,1.3162331581115723,0.46365971362226394,1.3186476230621338,1.315841794013977
42   ,0.8742237 ,1.3390652          ,0.4130191638763713 ,1.3508106          ,1.3293133,0.8815501928329468 ,1.338600516319275 ,0.4020777714304528 ,1.3417272567749023,1.3376414775848389
43   ,0.8779772 ,1.3470532          ,0.4040248883931472 ,1.360431           ,1.3356918,0.8960152864456177 ,1.2221972942352295,0.3515761512856296 ,1.206775426864624 ,1.2401134967803955
44   ,0.8808435 ,1.3275697          ,0.39909970546788925,1.3358288          ,1.3211681,0.8534388542175293 ,1.291321873664856 ,0.48251349098297186,1.2984756231307983,1.2854604721069336
45   ,0.8779772 ,1.3500749          ,0.40253413181975944,1.3626903          ,1.3392942,0.8640829920768738 ,1.2390302419662476,0.48408279330449333,1.225782036781311 ,1.2543474435806274
46   ,0.8781137 ,1.3384624          ,0.4030707997241899 ,1.3504506          ,1.328291 ,0.8829148411750793 ,1.3072001934051514,0.407943576964749  ,1.319909930229187 ,1.2974767684936523
47   ,0.8852795 ,1.3256334          ,0.3889358617852981 ,1.3352106          ,1.3177886,0.8537117838859558 ,1.2643136978149414,0.46866875548550135,1.2687822580337524,1.2622958421707153
48   ,0.87777245,1.3407283          ,0.40202726947767436,1.350997           ,1.332366 ,0.8539847135543823 ,1.3241318464279175,0.46360981880837654,1.3227828741073608,1.3285232782363892
49   ,0.88493824,1.3279672          ,0.3896519146355754 ,1.3363665          ,1.3214554,0.9077510833740234 ,1.2296816110610962,0.31901227542927174,1.2172002792358398,1.244159460067749
50   ,0.8865761 ,1.3220983          ,0.3858722129417574 ,1.3272355          ,1.3186789,0.8872816562652588 ,1.1972941160202026,0.3748759348840172 ,1.1825615167617798,1.2138499021530151
51   ,0.8830274 ,1.3117716          ,0.38878698102046316,1.3171587          ,1.3078711,0.8643559217453003 ,1.297534465789795 ,0.43912826380875436,1.2889578342437744,1.308061122894287
52   ,0.8858937 ,1.3182676          ,0.3773929834068899 ,1.3233417          ,1.3149022,0.8913755416870117 ,1.2814712524414062,0.38082079439704597,1.27928626537323  ,1.2857929468154907
53   ,0.884324  ,1.3188688          ,0.3787970694797255 ,1.3244275          ,1.3150173,0.8605349063873291 ,1.210263729095459 ,0.438131126253886  ,1.2073798179626465,1.2149403095245361
54   ,0.88391453,1.305803           ,0.3757219762626967 ,1.3101664          ,1.303066 ,0.869268536567688  ,1.1978565454483032,0.4705644478964493 ,1.1823103427886963,1.216058373451233
55   ,0.89005667,1.3081607          ,0.37017668968645334,1.3116431          ,1.3061041,0.8842794895172119 ,1.3308584690093994,0.39875953634753497,1.346758246421814 ,1.3167157173156738
56   ,0.89114857,1.2993656          ,0.3611710049028422 ,1.301059           ,1.2992438,0.8477074503898621 ,1.2451016902923584,0.5294364011443858 ,1.232150912284851 ,1.2596501111984253
57   ,0.89080733,1.2973515          ,0.3704101739381756 ,1.2999959          ,1.29646  ,0.8941047787666321 ,1.2279314994812012,0.3541613213360049 ,1.2195746898651123,1.238301396369934
58   ,0.8841193 ,1.3150579          ,0.37833842514749516,1.3213283          ,1.3103333,0.8973799347877502 ,1.2184768915176392,0.3367300314674211 ,1.209731936454773 ,1.2293193340301514
59   ,0.8893742 ,1.2969706          ,0.3576545061910062 ,1.3005522          ,1.2951022,0.9022925496101379 ,1.1773632764816284,0.3527926789621078 ,1.1572712659835815,1.1994010210037231
60   ,0.8872586 ,1.3081274          ,0.371435967196151  ,1.3112283          ,1.3065509,0.8883733749389648 ,1.2427006959915161,0.3609723188471065 ,1.2406235933303833,1.2468039989471436
61   ,0.8949703 ,1.2875781          ,0.35308398396368607,1.2891618          ,1.2877238,0.8971070051193237 ,1.2216637134552002,0.3442382349197521 ,1.2089064121246338,1.2361069917678833
62   ,0.8896472 ,1.2976675          ,0.36134144946620594,1.2991737          ,1.2976598,0.8897379636764526 ,1.2086414098739624,0.359378920371876  ,1.2062525749206543,1.2120496034622192
63   ,0.89142156,1.29075            ,0.36036074894333525,1.2938182          ,1.2892625,0.8706331849098206 ,1.3009438514709473,0.41448888351823565,1.3042107820510864,1.2997206449508667
64   ,0.8936054 ,1.2852025          ,0.3567765092801732 ,1.2864178          ,1.2857838,0.9012008905410767 ,1.2068259716033936,0.32867252865733015,1.1953455209732056,1.2202990055084229
65   ,0.89490205,1.2864921          ,0.3544712571803111 ,1.285661           ,1.2887824,0.913755476474762  ,1.2266570329666138,0.3030449288641001 ,1.2140828371047974,1.2415189743041992
66   ,0.8970859 ,1.2786419          ,0.34405620250817104,1.2771679          ,1.2818229,0.8943777084350586 ,1.2212307453155518,0.3497281792903051 ,1.213855504989624 ,1.2308833599090576
67   ,0.8941514 ,1.2783049          ,0.3482151440383712 ,1.2785901          ,1.2796059,0.9052947759628296 ,1.2162721157073975,0.3284125791366444 ,1.210440754890442 ,1.2239303588867188
68   ,0.8934689 ,1.2798327          ,0.3504564381639095 ,1.2783359          ,1.2828023,0.90447598695755   ,1.2614128589630127,0.32396480506164016,1.2567349672317505,1.267622947692871
69   ,0.8934689 ,1.2824032          ,0.35038300892692176,1.2806467          ,1.2856002,0.9036571979522705 ,1.2729394435882568,0.33225269218719683,1.2665425539016724,1.2819043397903442
70   ,0.89421964,1.2885925          ,0.3488676435368334 ,1.2890742          ,1.2898308,0.8706331849098206 ,1.243351936340332 ,0.4223637903621624 ,1.2271231412887573,1.2618756294250488
71   ,0.8961305 ,1.2908031          ,0.34860282113737096,1.2897655          ,1.2931529,0.9107532501220703 ,1.21073317527771  ,0.30089860790161066,1.2006826400756836,1.2232699394226074
72   ,0.89688116,1.2720112          ,0.34179156516905346,1.2702403          ,1.2752043,0.8706331849098206 ,1.246483325958252 ,0.4317869041684413 ,1.239242672920227 ,1.2560150623321533
73   ,0.90281856,1.271272           ,0.33287231685651053,1.2687496          ,1.2753514,0.9020196795463562 ,1.209976315498352 ,0.3198368810930627 ,1.1947319507598877,1.2275786399841309
74   ,0.8992015 ,1.2705219          ,0.3346910391973813 ,1.2660158          ,1.2763873,0.8799126744270325 ,1.2494629621505737,0.40074880128344076,1.2405086755752563,1.2597532272338867
75   ,0.899884  ,1.2637104          ,0.33279980473092724,1.2599692          ,1.269235 ,0.9123908281326294 ,1.1574615240097046,0.31935733179338116,1.1377979516983032,1.1797583103179932
76   ,0.9047294 ,1.2598779          ,0.3258159156261528 ,1.2548687          ,1.2664037,0.8992903828620911 ,1.2133564949035645,0.3289237134321288 ,1.2101885080337524,1.2179912328720093
77   ,0.90056646,1.2585722          ,0.325310015285055  ,1.2542044          ,1.2645919,0.8485261797904968 ,1.2749079465866089,0.4966914414318368 ,1.2701245546340942,1.2819061279296875
78   ,0.9012489 ,1.2674934          ,0.3328625176422004 ,1.2621373          ,1.2743216,0.9055677056312561 ,1.2104504108428955,0.32285403801884716,1.1936229467391968,1.229503870010376
79   ,0.9014536 ,1.2581112          ,0.3281610527305337 ,1.2559313          ,1.2618619,0.9123908281326294 ,1.21763014793396  ,0.30356372209615584,1.2041829824447632,1.232790231704712
80   ,0.90165836,1.2566334          ,0.31782346480837914,1.2512467          ,1.2633549,0.8935589790344238 ,1.2033531665802002,0.37482662622585045,1.184090495109558 ,1.2249438762664795
81   ,0.9024773 ,1.2611355          ,0.32847576735898804,1.2567048          ,1.2671549,0.90447598695755   ,1.2261555194854736,0.3374773888608774 ,1.2114852666854858,1.2428396940231323
82   ,0.9014536 ,1.2587341          ,0.3236031792379114 ,1.2547079          ,1.2641101,0.9181222915649414 ,1.1644538640975952,0.29863373551306244,1.143426537513733 ,1.1875255107879639
83   ,0.90459293,1.256027           ,0.32647134053180754,1.2513498          ,1.2619768,0.9088428020477295 ,1.2084143161773682,0.3123974250914228 ,1.2004975080490112,1.2184077501296997
84   ,0.90363747,1.2574276          ,0.32480390255385144,1.2520097          ,1.2643758,0.9194868803024292 ,1.223982572555542 ,0.29314514708310757,1.2127801179885864,1.2374424934387207
85   ,0.90138537,1.2538753          ,0.3273355611772543 ,1.2474335          ,1.261822 ,0.903930127620697  ,1.1930924654006958,0.33000792907835613,1.1793793439865112,1.209621548652649
86   ,0.90445644,1.2472007          ,0.3216371096287751 ,1.2414038          ,1.2543664,0.8902838230133057 ,1.2658722400665283,0.36117062350027423,1.2547571659088135,1.279069185256958
87   ,0.90643555,1.2406629          ,0.3079038043441296 ,1.2328731          ,1.249806 ,0.8992903828620911 ,1.178589105606079 ,0.3614298159899149 ,1.1598432064056396,1.1997853517532349
88   ,0.9041152 ,1.2479441          ,0.3164949316091849 ,1.2404631          ,1.2567629,0.8840065598487854 ,1.1674846410751343,0.3814482040800902 ,1.1540815830230713,1.182439923286438
89   ,0.90739095,1.2400414          ,0.31067022061515553,1.2334834          ,1.2480323,0.9050218462944031 ,1.1924704313278198,0.30985840621473487,1.177769660949707 ,1.2093148231506348
90   ,0.9066403 ,1.2485422          ,0.31063499814868667,1.2436769          ,1.2550117,0.8793668150901794 ,1.180269479751587 ,0.3965728863357977 ,1.1616538763046265,1.2007710933685303
91   ,0.90684503,1.2485014          ,0.3178827028315051 ,1.2425561          ,1.2558993,0.8946506381034851 ,1.2241791486740112,0.365146908697603  ,1.2087681293487549,1.2416815757751465
92   ,0.90643555,1.2426765          ,0.31252408393542447,1.2345808          ,1.2521793,0.90447598695755   ,1.1986833810806274,0.32599425628195683,1.1835122108459473,1.215592622756958
93   ,0.9082099 ,1.2451175          ,0.3076607907911799 ,1.2391529          ,1.2526848,0.8845524191856384 ,1.1948509216308594,0.3872655430995741 ,1.1826684474945068,1.2091789245605469
94   ,0.9056166 ,1.2382622          ,0.3071567873466481 ,1.2289225          ,1.2491333,0.8848253488540649 ,1.1813969612121582,0.37200268907838513,1.1684695482254028,1.1962640285491943
95   ,0.911008  ,1.22823            ,0.2985490509542452 ,1.2173873          ,1.2406925,0.9001091718673706 ,1.15931236743927  ,0.3455558123807199 ,1.137116551399231 ,1.1841379404067993
96   ,0.90616256,1.2417877          ,0.30985162885678974,1.2333035          ,1.2519652,0.8938318490982056 ,1.2841259241104126,0.35401708564383494,1.2700393199920654,1.3007187843322754
97   ,0.90841466,1.2301955          ,0.3025805937066661 ,1.2227317          ,1.2392588,0.908569872379303  ,1.1658142805099487,0.31477668490992883,1.1453560590744019,1.1888638734817505
98   ,0.90643555,1.2401992          ,0.31014802066537694,1.2321248          ,1.2501006,0.9134825468063354 ,1.190960168838501 ,0.29486557528962215,1.1802066564559937,1.2036051750183105
99   ,0.90909714,1.245388           ,0.29942479113592657,1.2389041          ,1.2535204,0.9164847135543823 ,1.1685676574707031,0.30684584626464345,1.1478577852249146,1.192202091217041
0    ,0.1361496 ,2.409858500600341  ,0.16211789846420288,2.288459283295677
1    ,0.22869037,2.088761287443973  ,0.1894104778766632 ,2.2108719609189764
2    ,0.3758957 ,1.7550790414202948 ,0.3040392994880676 ,2.0259699889145564
3    ,0.5078141 ,1.4374048323677822 ,0.2887554466724396 ,2.539944480079751
4    ,0.5822016 ,1.2369429103865897 ,0.38455238938331604,1.969126724259822
5    ,0.6443732 ,1.0767707925220973 ,0.6023471355438232 ,1.2618657196973608
6    ,0.680748  ,0.9883541109000084 ,0.5897925496101379 ,1.447687712819295
7    ,0.709957  ,0.9119504796582457 ,0.4732532799243927 ,1.899152013412209
8    ,0.7305671 ,0.8440174490349663 ,0.7363536953926086 ,0.8248578116102511
9    ,0.75076777,0.7817491142853757 ,0.7745633125305176 ,0.7326431956353666
10   ,0.7659865 ,0.7334916687602355 ,0.7240720391273499 ,0.9044270387903571
11   ,0.78373027,0.6944258280079625 ,0.7240720391273499 ,0.8956779816785754
12   ,0.79301167,0.665057636015913  ,0.7587336301803589 ,0.7816655518706709
13   ,0.79833484,0.6504294529779937 ,0.7923035025596619 ,0.7268172968423002
14   ,0.81027776,0.6040586144869006 ,0.7674672603607178 ,0.7985002489589708
15   ,0.8143725 ,0.59349219961182   ,0.7958515286445618 ,0.6807945521637863
16   ,0.8190814 ,0.5797395887964213 ,0.7895742654800415 ,0.6858266931694147
17   ,0.8190132 ,0.5713281065443225 ,0.7745633125305176 ,0.7307279042281438
18   ,0.83034194,0.5579222612134314 ,0.7311681509017944 ,0.9304284664220684
19   ,0.82925   ,0.5484479143417289 ,0.8602620363235474 ,0.49403113888080463
20   ,0.8355968 ,0.5315392480761836 ,0.8294214010238647 ,0.5878732490747777
21   ,0.8350508 ,0.5226075609234879 ,0.8627183437347412 ,0.47383132095420205
22   ,0.84378624,0.507473834212352  ,0.8335152864456177 ,0.6010576016127283
23   ,0.84364974,0.5106569744902308 ,0.75               ,0.8987764295792475
24   ,0.8483587 ,0.49295135310084587,0.7961244583129883 ,0.7304584782196445
25   ,0.8462431 ,0.4922552709855098 ,0.8318777084350586 ,0.5709613440598983
26   ,0.8459701 ,0.49506405875567794,0.813591718673706  ,0.6458052615411417
